Nuts,Lat,Long,Level
FR524,47.51819119,-2.76808908,3
FR531,45.4365831,0.31696501,3
FR532,45.77058752,-0.65196658,3
FR533,46.55982523,-0.33581501,3
FR534,46.52524184,0.57194236,3
FR611,45.17059754,0.66687469,3
FR612,44.22640887,-0.39159127,3
FR613,43.5604385,-0.64848799,3
FR614,44.35331264,0.47533881,3
FR615,43.25089104,-0.85901537,3
FR621,42.93248642,1.48366015,3
FR622,44.26421456,2.64593805,3
FR623,43.11915578,1.24371576,3
FR624,43.67635587,0.44984545,3
FR625,44.28033884,1.64025345,3
FR626,43.11872597,0.15127572,3
FR627,43.79220517,2.24316546,3
FR628,44.04525897,1.37925339,3
FR631,45.30888651,1.89578236,3
FR632,46.09673329,1.99327549,3
FR633,45.93619151,1.23459118,3
FR711,46.04383003,5.45630922,3
FR712,44.6584934,4.38970379,3
FR713,44.65624796,5.22540406,3
FR714,45.2502006,5.5480853,3
FR715,45.77624793,4.2092641,3
FR716,45.47193856,4.74113999,3
FR717,45.4219662,6.41123097,3
FR718,46.11745279,6.4160317,3
FR721,46.40426323,3.14493456,3
FR722,45.18230167,2.69305428,3
FR723,44.7564987,3.84289163,3
FR724,45.7262133,3.18105839,3
FR811,43.13862477,2.47878303,3
FR812,43.55671675,4.10504925,3
FR813,43.58795625,3.35527313,3
FR814,44.47419579,3.49992326,3
FR815,42.60232622,2.43476796,3
FR821,44.08013021,6.2480033,3
FR822,44.41542811,6.25527786,3
FR823,43.93271601,7.17588119,3
FR824,43.32831851,5.04151454,3
FR825,43.44169316,6.29424774,3
FR826,43.98311768,5.20677061,3
FR831,41.8532285,8.97803176,3
FR832,42.4247342,9.06567194,3
FR920,14.65882194,-61.01220058,3
FR930,3.88342278,-53.38437131,3
FR940,-21.1258145,55.52629306,3
HR041,45.82608307,16.011979,3
HR042,45.59509416,15.99648708,3
HR043,46.08739217,15.9220511,3
HR044,46.18430544,16.31236706,3
HR045,46.07279213,16.83031616,3
HR046,46.39491332,16.54714888,3
HR047,45.72794616,16.99631346,3
HR048,45.73254866,17.58948524,3
HR049,45.43919134,17.52650092,3
HR04A,45.13861652,17.81306468,3
HR04B,45.50201803,18.48448185,3
HR04C,45.10605545,18.95665273,3
HR04D,45.31991031,15.43547096,3
HR04E,45.37171358,16.48364431,3
HR031,45.39283333,14.66741395,3
HR032,44.635666,15.5019319,3
HR033,43.85288853,15.62719001,3
HR034,43.49220333,16.00561013,3
HR035,43.58886409,16.7623397,3
HR036,44.85847384,13.82850389,3
HR037,42.8433148,17.78710918,3
HU101,47.48219764,19.12584329,3
HU102,47.36228043,19.4132726,3
HU211,47.15993364,18.50495227,3
HU212,47.42072091,18.36664529,3
HU213,47.12687735,17.68046904,3
HU221,47.72749318,17.19637082,3
HU222,47.18201861,16.71242359,3
HU223,46.66766808,16.87766195,3
HU231,46.09812523,18.25838422,3
HU232,46.36586408,17.51360423,3
HU233,46.5158782,18.49660567,3
HU311,48.11280745,21.0534768,3
HU312,47.84612019,20.20170843,3
HU313,47.74520201,19.44358669,3
HU321,47.46032412,21.44131591,3
HU322,47.1110935,20.27661986,3
HU323,48.01339502,21.99567578,3
HU331,46.58040083,19.45723596,3
HU332,46.72649947,21.00433602,3
HU333,46.4620558,20.24379121,3
IE011,54.02063892,-7.58465804,3
IE012,53.35965395,-7.53961396,3
IE013,53.65145225,-9.05873205,3
IE021,53.34073293,-6.28501464,3
IE022,53.31247756,-6.65278762,3
IE023,52.34006416,-8.6236383,3
IE024,52.13144727,-7.08798627,3
IE025,51.52982712,-8.95666574,3
IS001,64.19429838,-21.64362932,3
IS002,64.76122983,-18.33940307,3
ITC11,45.14185151,7.38628761,3
ITC12,45.32125586,8.22966244,3
ITC13,45.56070264,8.10578824,3
ITC14,45.87778901,8.30162074,3
ITC15,45.55523122,8.57697946,3
ITC16,44.47400611,7.56621824,3
ITC17,44.62920556,8.20579381,3
ITC18,44.79998747,8.665986,3
ITC20,45.71083309,7.37115544,3
ITC31,43.97449454,7.81207588,3
ITC32,44.32826219,8.32004111,3
ITC33,44.4997802,9.07257376,3
ITC34,44.19188302,9.76942258,3
ITC41,45.59021809,8.81182779,3
ITC42,45.66783519,9.17013657,3
ITC43,45.91024689,9.39128067,3
ITC44,46.2211498,9.93890593,3
ITC46,45.47941208,9.85400519,3
ITC47,45.74647369,10.33712854,3
ITC48,45.10474664,9.02709086,3
ITC49,45.21073305,9.60580025,3
ITC4A,45.07676736,10.02690957,3
ITC4B,45.08859542,10.86987104,3
ITC4C,45.44667969,9.13043009,3
ITC4D,45.64408912,9.27343946,3
ITF11,42.10948767,13.6329056,3
ITF12,42.64788878,13.75008339,3
ITF13,42.31640402,14.00178784,3
ITF14,42.08894497,14.42349268,3
ITF21,41.68933681,14.23090195,3
ITF22,41.73566413,14.7808293,3
ITF31,40.95027556,14.13831881,3
ITF32,41.22497566,14.75076019,3
ITF33,40.58777435,14.32076439,3
ITF34,41.01579073,15.07068499,3
ITF35,40.44653827,15.13608039,3
ITF43,40.41352984,17.23614524,3
ITF44,40.59951216,17.68897448,3
ITF45,40.18407139,18.13984902,3
ITF46,41.49283964,15.54504653,3
ITF47,40.93283571,16.81037201,3
ITF48,41.13737251,16.2012372,3
ITF51,40.55776369,15.88227216,3
ITF52,40.08170808,16.41410429,3
ITF61,39.61841067,16.38336298,3
ITF62,38.97526254,16.89413446,3
ITF63,38.8360157,16.49059155,3
ITF64,38.62939742,16.13398134,3
ITF65,38.23291904,16.09571843,3
ITG11,37.86378796,12.76535568,3
ITG12,37.83309687,13.6131836,3
ITG13,38.07114089,14.91115077,3
ITG14,37.47326839,13.46926075,3
ITG15,37.25006971,14.06148069,3
ITG16,37.31056481,14.42978227,3
ITG17,37.11697937,14.77350213,3
ITG18,36.92865521,14.67469567,3
ITG19,37.02929856,15.04807557,3
ITG25,40.62786027,8.7088392,3
ITG26,40.15852116,9.22126814,3
ITG27,39.52512742,9.12181172,3
ITG28,39.92172727,8.77568375,3
ITG29,40.86048525,9.27842474,3
ITG2A,39.90543257,9.50439365,3
ITG2B,39.51496235,8.72744495,3
ITG2C,39.19652437,8.59878008,3
ITH10,46.65033545,11.4291917,3
ITH20,45.78383723,11.19925124,3
ITH31,45.40925944,11.05851823,3
ITH32,45.64858167,11.4837553,3
ITH33,46.30791224,12.20576542,3
ITH34,45.5460659,12.2048046,3
ITH35,45.48181087,12.53501373,3
ITH36,45.39703795,11.80019938,3
ITH37,45.05381744,11.86016419,3
ITH41,46.08281705,12.65542755,3
ITH42,46.13737169,13.08521807,3
ITH43,45.84323702,13.50799295,3
ITH44,45.60304945,13.73995413,3
ITH51,44.87383447,9.63897618,3
ITH52,44.45918071,9.96901666,3
ITH53,44.28036779,10.51485743,3
ITH54,44.56573328,10.91739849,3
ITH55,44.46550128,11.32579725,3
ITH56,44.76706083,11.81428707,3
ITH57,44.41762437,11.96174019,3
ITH58,44.02937453,12.05076434,3
ITH59,43.8765072,12.42591576,3
ITI11,44.31020427,9.97141327,3
ITI12,43.7874668,10.43916571,3
ITI13,43.95091848,10.84447047,3
ITI14,43.79447381,11.22708658,3
ITI15,43.95491191,11.08828014,3
ITI16,42.92769842,10.54199135,3
ITI17,43.53218256,10.63671339,3
ITI18,43.48940585,11.87919952,3
ITI19,43.23618914,11.44893137,3
ITI1A,42.75119654,11.26196267,3
ITI21,42.72159979,12.5792233,3
ITI22,42.5824778,12.38905517,3
ITI31,43.64376384,12.67648015,3
ITI32,43.56878998,13.21065837,3
ITI33,43.19778805,13.28447113,3
ITI35,43.10180848,13.53825704,3
ITI41,42.43551676,11.98789309,3
ITI42,42.10494497,12.90228367,3
ITI43,41.9395822,12.51142823,3
ITI44,41.4122015,13.21169941,3
ITI45,41.60926282,13.50846538,3
LI000,47.13738563,9.55361629,3
LT001,54.24153834,24.12557772,3
LT002,54.76077618,23.60475142,3
LT003,55.53528177,21.49052381,3
LT004,54.32148517,23.0445952,3
LT005,55.95189086,25.0235294,3
LT006,55.95639405,23.29755082,3
LT007,55.26779607,22.60135299,3
LT008,55.60692318,22.02922932,3
LT009,55.44097585,25.73438517,3
LT00A,54.61234655,25.30620826,3
LU000,49.49362831,6.16156622,3
LV003,57.03696766,22.13274575,3
LV005,56.48258874,27.16150145,3
LV006,56.88156159,24.10344729,3
LV007,56.73071876,23.9294518,3
LV008,57.15757543,26.0525634,3
LV009,56.28921944,24.57959438,3
MT001,35.883673,14.44570752,3
MT002,36.04357354,14.25956195,3
NL111,52.882788,7.02968177,3
NL112,53.3567833,6.84354437,3
NL113,53.30469241,6.53474308,3
NL121,53.19700004,5.85228091,3
NL122,52.98528416,5.52083467,3
NL123,52.98738315,6.02995708,3
NL131,52.96004791,6.62687378,3
NL132,52.8116358,6.83206998,3
NL133,52.75321219,6.37361507,3
NL211,52.55813392,6.27368201,3
NL212,52.34623701,6.23731161,3
NL213,52.30336081,6.70185649,3
NL221,52.21961902,5.79194383,3
NL224,51.87165237,5.3530712,3
NL225,52.05136151,6.41729798,3
NL226,51.91300825,5.85829003,3
NL230,52.475389,5.57193929,3
NL310,52.07038202,5.20504383,3
NL321,52.75819381,4.97553199,3
NL322,52.6287407,4.7638803,3
NL323,52.50324232,4.65745785,3
NL324,52.38100379,4.62348552,3
NL325,52.47373961,4.80577127,3
NL326,52.33145756,4.84478048,3
NL327,52.24924311,5.17808211,3
NL332,52.10110762,4.37216449,3
NL333,51.9770674,4.26868774,3
NL337,52.22485642,4.5474399,3
NL338,51.96215496,4.7297876,3
NL339,51.78696641,4.29890334,3
NL33A,51.8719407,4.85226576,3
NL341,51.27905359,3.80365673,3
NL342,51.50023578,3.85234909,3
NL411,51.56409153,4.57036568,3
NL412,51.63333571,4.97791541,3
NL413,51.69032356,5.56086194,3
NL414,51.41903705,5.49829636,3
NL421,51.40614966,6.02741621,3
NL422,51.1854475,5.875353,3
NL423,50.89769024,5.86519124,3
NO011,60.01492114,10.72117934,3
NO012,60.12535174,11.2664637,3
NO021,61.55052104,11.2398442,3
NO022,61.54005746,9.28616217,3
NO031,59.42876145,11.28936372,3
NO032,60.39736243,9.04682716,3
NO033,59.01993546,10.14105722,3
NO034,59.54352723,8.5062415,3
NO041,58.17223466,8.1492387,3
NO042,58.43579847,7.28271782,3
NO043,58.30220263,6.3517245,3
NO051,60.08595499,6.40882505,3
NO052,61.06361519,6.66521833,3
NO053,62.31462971,7.48633908,3
NO061,63.05135516,10.53899902,3
NO062,64.15348786,12.15647918,3
NO071,66.63199959,14.89357078,3
NO072,69.02657438,19.59938316,3
NO073,69.26481668,25.62706612,3
PL113,51.77283692,19.47866839,3
PL114,51.61436753,19.46932429,3
PL115,51.30391515,19.67665959,3
PL116,51.54933422,18.74836502,3
PL117,52.13083701,19.80100796,3
PL121,52.76595418,20.12846385,3
PL122,52.31627163,21.78792294,3
PL127,52.20331667,21.0638575,3
PL128,51.49699196,21.15368392,3
PL129,52.13451738,21.19417548,3
PL12A,51.56506153,20.49780257,3
PL213,50.039583,20.00492057,3
PL214,49.83031249,20.02326301,3
PL215,49.41282772,20.44937966,3
PL216,49.88286962,19.51267546,3
PL217,49.73626005,20.87175241,3
PL224,50.76131401,19.19770712,3
PL225,49.70207386,19.01469046,3
PL227,50.09184265,18.41475291,3
PL228,50.34600945,18.75867262,3
PL229,50.30423383,18.60089911,3
PL22A,50.2616082,19.02759713,3
PL22B,50.22085533,19.42344572,3
PL22C,50.03840939,18.93879007,3
PL311,51.44369617,23.00144563,3
PL312,50.8747113,23.35871865,3
PL314,51.20565553,22.64936882,3
PL315,50.98365804,22.1150378,3
PL323,49.2265984,22.03097764,3
PL324,49.96811795,22.85438811,3
PL325,50.05503898,21.9533234,3
PL326,50.60861956,21.99380496,3
PL331,50.86673972,20.78608573,3
PL332,50.38579028,20.69287062,3
PL343,53.30883731,23.27990329,3
PL344,52.65500152,22.64617625,3
PL345,53.77604136,22.90812588,3
PL411,52.80165198,16.70399578,3
PL414,52.24443456,18.10032744,3
PL415,52.42520659,16.89862999,3
PL416,51.37362344,17.73234255,3
PL417,52.03256215,16.53485213,3
PL418,52.33666414,16.76133995,3
PL422,53.6773948,16.11898797,3
PL423,53.24735906,15.26664732,3
PL424,53.35550732,14.61875106,3
PL425,52.87084911,14.67965405,3
PL431,52.28500517,15.2107801,3
PL432,51.9312373,15.51835348,3
PL514,51.11753698,16.99101607,3
PL515,51.14228388,15.66611163,3
PL516,51.39743271,16.24331122,3
PL517,50.57685397,16.59704931,3
PL518,50.86948162,17.02340532,3
PL521,50.41526841,17.59419963,3
PL522,50.15775968,17.96721667,3
PL613,53.08393649,18.37944434,3
PL614,53.44105999,18.54138895,3
PL615,52.71043792,18.43098525,3
PL621,53.82849989,19.86003961,3
PL622,53.80426401,20.79208083,3
PL623,53.93039186,22.11247511,3
PL631,54.1467152,17.40984704,3
PL633,54.34316764,18.64096452,3
PL634,54.20530779,18.57412605,3
PL635,53.89697209,18.59789183,3
PT111,41.90424497,-8.48478009,3
PT112,41.63690519,-8.41299489,3
PT113,41.45427953,-8.29510321,3
PT114,41.14829181,-8.55269554,3
PT115,41.19911378,-8.03504368,3
PT116,40.88693666,-8.32044548,3
PT117,41.17162992,-7.31922526,3
PT118,41.31006451,-7.0605946,3
PT150,37.23681206,-8.22671828,3
PT161,40.64555723,-8.52878835,3
PT162,40.22027227,-8.51522252,3
PT163,39.56442054,-8.6798842,3
PT164,40.10043782,-8.13779109,3
PT165,40.72396536,-7.93683561,3
PT166,39.75314054,-7.94729031,3
PT167,40.47134649,-7.61293611,3
PT168,40.30706967,-7.13020767,3
PT169,39.83407186,-7.36315671,3
PT16A,40.15815869,-7.52209738,3
PT16B,39.2210021,-9.1153278,3
PT16C,39.59722358,-8.40620763,3
PT171,38.83611255,-9.1564583,3
PT172,38.61241978,-8.86478127,3
PT181,37.61583262,-8.40117107,3
PT182,39.27666552,-7.70507124,3
PT183,38.55103428,-7.88773954,3
PT184,37.88128201,-7.68101852,3
PT185,39.10660507,-8.59336136,3
PT300,32.73530229,-16.956804,3
RO111,47.05074506,22.22124604,3
RO112,47.15799487,24.47947656,3
RO113,46.77156244,23.40929947,3
RO114,47.64086301,24.02686195,3
RO115,47.71105235,22.90461736,3
RO116,47.16825079,23.14329182,3
RO121,46.16492488,23.41037907,3
RO122,45.74050494,25.39222276,3
RO123,45.92194333,25.9194953,3
RO124,46.60530736,25.65390348,3
RO125,46.5836791,24.63490674,3
RO126,45.88240975,24.27405398,3
RO211,46.43329886,26.74565563,3
RO212,47.83531244,26.76376554,3
RO213,47.19602344,27.33840111,3
RO214,46.9486657,26.45081986,3
RO215,47.14373554,25.69509352,3
RO216,46.05661093,27.52433971,3
RO221,44.77550401,27.52490203,3
RO222,45.21754133,26.68768282,3
RO223,44.32781073,28.10403119,3
RO224,45.80777908,27.75072841,3
RO225,44.98686377,28.7751374,3
RO226,45.81274449,27.00478923,3
RO311,45.02598973,24.89927968,3
RO312,44.31533235,27.11971006,3
RO313,44.47944247,25.44586703,3
RO314,44.01604584,25.85539815,3
RO315,44.62330057,27.21363467,3
RO316,44.73142349,25.91087367,3
RO317,44.05430193,25.19733465,3
RO321,44.4303334,26.09496171,3
RO322,44.30416804,26.10793706,3
RO411,44.20818556,23.61491499,3
RO412,44.99682177,23.18643643,3
RO413,44.40520413,22.69494064,3
RO414,44.29019287,24.3705245,3
RO415,44.61006984,23.89331724,3
RO421,45.93991834,21.65452924,3
RO422,45.09057352,22.0029145,3
RO423,45.70164956,22.97524524,3
RO424,45.62867203,21.34097709,3
SE110,59.18288956,18.08735327,3
SE121,59.4568046,17.49008988,3
SE122,59.09453097,16.65103897,3
SE123,57.83215951,15.59854369,3
SE124,59.35021029,15.04508023,3
SE125,59.71075789,16.20093565,3
SE211,57.51266462,14.38180801,3
SE212,56.82002644,14.55582117,3
SE213,57.18950344,16.01371652,3
SE214,57.16326765,18.48129193,3
SE221,56.31153332,15.22584825,3
SE224,55.88602963,13.48827485,3
SE231,56.97290046,12.78670782,3
SE232,58.03797522,12.89035662,3
SE311,59.74585605,13.10313986,3
SE312,60.8222333,14.45241256,3
SE313,61.62738027,16.02491877,3
SE321,62.57119149,16.89565154,3
SE322,63.25793903,14.51975079,3
SE331,64.71321543,17.98387659,3
SE332,67.02159704,20.14200499,3
SI011,46.47989132,16.17941866,3
SI012,46.46898749,15.81261053,3
SI013,46.54274652,15.06222737,3
SI014,46.07168048,15.16106245,3
SI015,46.05676186,14.99271678,3
SI016,45.83631124,15.3898221,3
SI017,45.73941485,14.97649641,3
SI018,45.6896041,14.30584763,3
SI021,46.07827855,14.60700305,3
SI022,46.24397766,14.11884941,3
SI023,46.05961739,13.75538796,3
SI024,45.51222781,13.84750625,3
SK010,48.29422976,17.18254735,3
SK021,48.05852809,17.38523938,3
SK022,48.98055851,18.12631473,3
SK023,48.14400134,18.41076426,3
SK031,49.20643845,19.20986828,3
SK032,48.0842071,19.39591141,3
SK041,49.16765155,21.2297403,3
SK042,48.67463566,21.2591384,3
UKC11,54.59044085,-1.30374298,3
UKC12,54.55920382,-1.04123237,3
UKC13,54.47254919,-1.52830284,3
UKC14,54.71008442,-1.79862691,3
UKC21,55.16686993,-2.09096942,3
UKC22,54.98516618,-1.6166625,3
UKC23,54.86590424,-1.44844402,3
UKD11,54.61052826,-3.29926087,3
UKD12,54.63825415,-2.77740159,3
UKD31,53.33803085,-2.18791099,3
UKD32,53.59609343,-2.33915726,3
UKD41,53.70725228,-2.46584934,3
UKD42,53.82447575,-3.03265198,3
UKD43,53.67726823,-2.54203584,3
UKD61,53.38680405,-2.56398483,3
UKD62,53.12227024,-2.35484517,3
UKD63,53.21180228,-2.71105045,3
UKD71,53.43444765,-2.7416482,3
UKD72,53.40768587,-2.91588952,3
UKD73,53.49309957,-2.9804156,3
UKD74,53.36856931,-3.07159704,3
UKE11,53.77389105,-0.33974554,3
UKE12,53.90450412,-0.46747914,3
UKE13,53.62906579,-0.38656202,3
UKE21,53.96460078,-1.06719816,3
UKE22,53.64400111,-1.25196301,3
UKE31,53.44688651,-1.30888261,3
UKE32,53.39667568,-1.55925421,3
UKE41,53.85677744,-1.86599811,3
UKE42,53.81678733,-1.52245227,3
UKE44,53.65266858,-1.85457988,3
UKE45,53.66197717,-1.40909899,3
UKF11,52.91864058,-1.46976382,3
UKF12,53.20178701,-1.35921449,3
UKF13,53.09000997,-1.62604449,3
UKF14,52.96614624,-1.17037869,3
UKF15,53.21189261,-1.02163471,3
UKF16,52.94083745,-1.05614445,3
UKF21,52.64188167,-1.13135063,3
UKF22,52.64579283,-0.99858358,3
UKF24,52.25324044,-1.04229698,3
UKF25,52.41707887,-0.61385205,3
UKF30,53.11055233,-0.22770152,3
UKG11,52.10899434,-2.73691194,3
UKG12,52.24486207,-2.21888463,3
UKG13,52.2116907,-1.55339692,3
UKG21,52.70747101,-2.47913087,3
UKG22,52.64034737,-2.76277061,3
UKG23,53.03368982,-2.16181716,3
UKG24,52.90493424,-2.03758339,3
UKG31,52.48139869,-1.88629218,3
UKG32,52.35978961,-1.7192832,3
UKG33,52.41690082,-1.51556645,3
UKG36,52.44169484,-2.09041904,3
UKG37,52.51486399,-2.00958777,3
UKG38,52.59875216,-1.97877438,3
UKG39,52.58952232,-2.12426068,3
UKH11,52.59457063,-0.25604693,3
UKH12,52.29748827,0.00958291,3
UKH13,52.67240828,0.94649739,3
UKH14,52.16762204,1.09067404,3
UKH21,51.8917431,-0.42833709,3
UKH23,51.82451958,-0.26797139,3
UKH24,52.19423549,-0.45472857,3
UKH25,51.85126658,-0.38370517,3
UKH31,51.54729172,0.72076262,3
UKH32,51.50978979,0.37418599,3
UKH33,51.60118583,0.67995209,3
UKI11,51.52726654,-0.16807534,3
UKI12,51.49506571,-0.02614185,3
UKI21,51.56555713,0.08263726,3
UKI22,51.37154403,-0.08659764,3
UKI23,51.52924489,-0.31522679,3
UKJ11,51.41730451,-1.02137315,3
UKJ12,52.07825114,-0.73232754,3
UKJ13,51.79847576,-0.83063023,3
UKJ14,51.8248585,-1.33368465,3
UKJ21,50.85072963,-0.13287991,3
UKJ22,50.97204694,0.35243013,3
UKJ23,51.2759899,-0.40606049,3
UKJ24,50.95112893,-0.4475373,3
UKJ31,50.81953083,-1.06559504,3
UKJ32,50.91678834,-1.40143887,3
UKJ33,51.10039123,-1.33777847,3
UKJ34,50.66174926,-1.32483834,3
UKJ41,51.44909515,0.54965181,3
UKJ42,51.18630521,0.7627306,3
UKK11,51.45684172,-2.60308229,3
UKK12,51.34865183,-2.60376405,3
UKK13,51.81657081,-2.14512136,3
UKK14,51.57550334,-1.74340894,3
UKK15,51.32772369,-1.95220012,3
UKK21,50.74519263,-1.89692546,3
UKK22,50.79763217,-2.33271535,3
UKK23,51.00138255,-2.98182736,3
UKK30,50.35559727,-4.9736608,3
UKK41,50.35681266,-4.10159348,3
UKK42,50.38977657,-3.53833209,3
UKK43,50.367059,-3.56885154,3
UKL11,53.28600858,-4.36249847,3
UKL12,52.62925349,-4.0184089,3
UKL13,53.13278289,-3.58970683,3
UKL14,51.71855832,-4.36668183,3
UKL15,51.66457989,-3.42662502,3
UKL16,51.56849443,-3.11232523,3
UKL17,51.62192558,-3.68469954,3
UKL18,51.60624632,-4.08081966,3
UKL21,51.72713201,-2.89712785,3
UKL22,51.44944134,-3.34286574,3
UKL23,53.09680816,-3.09966906,3
UKL24,52.32175673,-3.40834199,3
UKN01,54.61566577,-5.93064723,3
UKN02,54.5153801,-5.89727944,3
UKN03,54.28373071,-5.92552325,3
UKN04,54.78941795,-6.91542543,3
UKN05,54.58163777,-7.12822325,3
TR100,41.18962637,28.54119414,3
TR211,40.94752632,27.32283086,3
TR212,40.96422499,26.48158637,3
TR213,41.58859914,27.4948752,3
TR221,39.85692586,27.87112025,3
TR222,40.0437663,26.85626671,3
TR310,37.91357866,27.26321867,3
TR321,37.72674431,27.92646964,3
TR322,37.71056515,29.1918815,3
TR323,36.8462844,28.45124718,3
TR331,38.73192762,28.0561133,3
TR332,38.6958865,30.73178435,3
TR333,39.35086441,29.54355294,3
TR334,38.54266708,29.34048511,3
TR411,39.99458338,28.8908652,3
TR412,39.62110136,31.07123218,3
TR413,39.66886929,30.02253719,3
TR421,40.66168454,29.76789035,3
TR422,40.75620211,30.47245814,3
TR423,40.84649018,31.27634255,3
TR424,40.58860642,31.56641018,3
TR425,40.5926912,29.15523386,3
TR510,39.83768823,32.45365645,3
TR521,37.71006288,32.80020648,3
TR522,36.57740704,33.10736048,3
TR611,37.12110948,31.20753185,3
TR612,37.77850424,30.77662935,3
TR613,37.55901706,30.22275676,3
TR621,36.64082214,35.18351641,3
TR622,36.65853103,33.88276844,3
TR631,36.40817269,36.26084689,3
TR632,37.85342523,37.01386875,3
TR633,37.18472012,36.25255761,3
TR711,39.85205103,33.72900881,3
TR712,38.46043113,33.88340237,3
TR713,37.8196226,34.61257435,3
TR714,38.82674355,34.67983593,3
TR715,39.37281705,34.10195495,3
TR721,38.42551469,35.76966022,3
TR722,38.7499857,36.82808277,3
TR723,39.7673023,35.09871815,3
TR811,41.26645155,31.81569081,3
TR812,41.19219294,32.60743272,3
TR813,41.57321429,32.46967862,3
TR821,41.47088887,33.55641361,3
TR822,40.68320803,33.38037689,3
TR823,41.68431676,34.84770136,3
TR831,41.17345268,35.99766854,3
TR832,40.40854292,36.56923857,3
TR833,40.56863754,34.6791975,3
TR834,40.61399558,35.67572103,3
TR901,40.76087811,39.79592548,3
TR902,40.7944988,37.4462655,3
TR903,40.57279725,38.54806101,3
TR904,40.86481039,40.78535102,3
TR905,41.08879225,41.8043157,3
TR906,40.30827225,39.3328164,3
TRA11,40.16919739,41.60813496,3
TRA12,39.67780084,39.54133302,3
TRA13,40.28888691,40.26294404,3
TRA21,39.18527043,43.11397377,3
TRA22,40.5227686,43.08559493,3
TRA23,39.87552243,44.05533678,3
TRA24,41.02104341,42.85079595,3
TRB11,38.53051728,38.27519735,3
TRB12,38.44928158,39.29626143,3
TRB13,38.94969589,40.5553664,3
TRB14,39.15934054,39.49511353,3
TRB21,38.44168473,43.7356919,3
TRB22,38.89198917,41.81334071,3
TRB23,38.55420516,42.30307509,3
TRB24,37.52455327,44.16553506,3
TRC11,37.12288614,37.3381058,3
TRC12,37.52810214,38.17772594,3
TRC13,36.76702646,37.1233602,3
TRC21,37.32428569,39.14346004,3
TRC22,37.99690001,40.10300773,3
TRC31,37.36726549,40.78049926,3
TRC32,37.69945256,41.37669398,3
TRC33,37.4023214,42.53144444,3
TRC34,37.86232898,42.1752002,3
MK001,41.32054511,21.83081882,3
MK002,41.93978778,22.53863803,3
MK003,41.28293593,20.86584694,3
MK004,41.38399006,22.60643403,3
MK005,41.19683539,21.41417986,3
MK006,41.90504967,20.90045309,3
MK007,42.15909834,21.97176177,3
MK008,41.92908956,21.47304675,3
UKM21,56.72384463,-2.89374164,3
UKM22,56.19462616,-3.23252232,3
UKM23,55.90027929,-2.87324053,3
UKM24,55.52262859,-2.75623765,3
UKM25,55.92866999,-3.26139798,3
UKM26,56.01561287,-3.77525184,3
UKM27,56.0559138,-3.81415748,3
UKM28,55.88360407,-3.60427172,3
UKM31,55.93280069,-4.40376858,3
UKM32,55.05756684,-4.02035493,3
UKM33,55.51799801,-4.38952233,3
UKM34,55.80572907,-4.21567988,3
UKM35,55.75207476,-4.53850715,3
UKM36,55.86781949,-3.94263186,3
UKM37,55.21742094,-4.71004459,3
UKM38,55.3254849,-3.71004577,3
UKM50,56.81206813,-2.65073222,3
UKM61,57.5711049,-4.27328205,3
UKM62,57.27937128,-3.89870639,3
UKM63,55.92850759,-5.08488853,3
UKM64,57.91681634,-6.55142622,3
UKM65,58.97277291,-3.03235692,3
UKM66,60.04162216,-1.27093565,3
ITI34,42.89951023,13.5567106,3
EL422,37.19322302,25.06279836,3
FI200,60.21885939,20.15373497,3
FR910,16.27372552,-61.59605707,3
PT200,38.36084629,-27.25618337,3
EL11,41.159324,25.07322388,2
EL12,40.46665506,22.87475337,2
EL13,40.35588774,21.49079083,2
EL14,39.63041737,22.27597467,2
EL21,39.73390544,20.76075411,2
EL23,37.87601954,21.72330183,2
EL24,38.61675911,22.52313521,2
EL25,36.51589613,22.36527044,2
EL30,37.94914118,23.6050622,2
EL43,35.17339513,24.89946269,2
AT11,47.00371971,16.49790144,2
AT12,47.69828419,15.71440834,2
AT13,48.22267254,16.38623622,2
AT21,46.71735823,13.85389879,2
AT22,47.3711386,14.87923739,2
AT31,48.23200981,13.87226663,2
AT32,47.30706636,13.04371978,2
AT33,47.20884657,11.3917937,2
AT34,46.95708721,9.88398244,2
BE10,50.83682417,4.35980542,2
BE21,51.2343351,4.70502957,2
BE22,50.72211848,5.45354158,2
BE23,50.9796431,3.85394132,2
BE24,50.87112878,4.53004965,2
BE25,51.02085366,3.02543603,2
BE31,50.64362316,4.56238171,2
BE32,50.54406142,3.90598704,2
BE33,50.32113651,5.7102678,2
BE34,49.96488302,5.50312223,2
BE35,49.84689874,4.89347819,2
BG31,43.39566718,23.76528817,2
BG32,42.92712424,26.1075398,2
BG33,43.39034228,27.24737465,2
BG34,42.52952984,26.55979416,2
BG41,42.16746335,23.34019504,2
BG42,41.76828743,25.1076662,2
CH01,46.12924279,7.22326791,2
CH02,46.87922755,7.4431778,2
CH03,47.28701837,7.91930944,2
CH04,47.42327612,8.6716712,2
CH05,46.38034639,9.46698333,2
CH06,46.61336869,8.4380161,2
CH07,46.33495829,8.77145997,2
CY00,35.02035338,33.29960609,2
CZ01,50.07077657,14.46338838,2
CZ02,49.76290361,14.44627821,2
CZ03,49.13420625,13.98878016,2
CZ04,50.35271478,13.34629414,2
CZ05,50.29199527,15.62030136,2
CZ06,49.17755824,16.28112226,2
CZ07,49.35587596,17.51766762,2
